Nº INSCRIPCIÓN,DENOMINACIÓN SOCIAL,PROVINCIA,LOCALIDAD,CP,CLASE O GRADO,FECHA INSCRIPCIÓN
20054,SOCIEDAD COOPERATIVA DE VIVIENDAS EJERCITO DEL AIRE,BADAJOZ,BADAJOZ,6001,Sociedades Cooperativas de Viviendas,26/01/1974
23311,SOCIEDAD COOPERATIVA DE VIVIENDAS FRANCISCO PIZARRO,BADAJOZ,BADAJOZ,6001,Sociedades Cooperativas de Viviendas,09/01/1978
24078,SOCIEDAD COOPERATIVA DE VIVIENDAS GRUPO TELEFÓNICO,BADAJOZ,BADAJOZ,6001,Sociedades Cooperativas de Viviendas,22/07/1978
20907,SOCIEDAD COOPERATIVA DE VIVIENDAS SAN CRISTOBAL,BADAJOZ,BADAJOZ,6001,Sociedades Cooperativas de Viviendas,06/05/1975
20214,SOCIEDAD COOPERATIVA DE VIVIENDAS VIRGEN DEL SAGRARIO,BADAJOZ,BADAJOZ,6001,Sociedades Cooperativas de Viviendas,03/04/1974
19519,SOCIEDAD COOPERATIVA DE VIVIENDAS ZURBARÁN,BADAJOZ,BADAJOZ,6001,Sociedades Cooperativas de Viviendas,16/03/1973
06/BA-884,SOCIEDAD COOPERATIVA GRUPO GRUPO 3000,BADAJOZ,BADAJOZ,6001,Sociedades Cooperativas de Trabajo Asociado,26/06/2000
BA-205,SOCIEDAD COOPERATIVA LIMITADA DE MINUSVALIDOS DE BADAJOZ,BADAJOZ,BADAJOZ,6001,Sociedades Cooperativas de Trabajo Asociado,13/07/1984
BA-042,SOCIEDAD COOPERATIVA LIMITADA DE VIVIENAS PERSONAL UNIVERSIDAD DE EXTREMADURA,BADAJOZ,BADAJOZ,6001,Sociedades Cooperativas de Viviendas,21/10/1980
BA-157,SOCIEDAD COOPERATIVA LIMITADA DE VIVIENDAS SAN MARCOS DE BADAJOZ,BADAJOZ,BADAJOZ,6001,Sociedades Cooperativas de Viviendas,16/06/1983
EXT-724,SOCIEDAD COOPERATIVA LIMITADA GUARDERIA UNIVERSITARIA INFANTIL DE BADAJOZ,BADAJOZ,BADAJOZ,6071,Sociedades Cooperativas de Enseñanza,14/01/1980
BA-101,SOCIEDAD COOPERATIVA LIMITADA INAGRO BADAJOZ,BADAJOZ,BADAJOZ,6002,Sociedades Cooperativas de Trabajo Asociado,12/02/1982
BA-286,SOCIEDAD COOPERATIVA LIMITADA LA DINÁMICA,BADAJOZ,BADAJOZ,6002,Sociedades Cooperativas de Trabajo Asociado,08/07/1986
BA-093,SOCIEDAD COOPERATIVA LIMITADA SAN ROQUE DE BADAJOZ,BADAJOZ,BADAJOZ,6001,Sociedades Cooperativas de Viviendas,21/12/1981
21709,SOCIEDAD COOPERATIVA PACENSE DE VIVIENDAS (COPA),BADAJOZ,BADAJOZ,6001,Sociedades Cooperativas de Viviendas,18/05/1976
06/BA-851,SOCIEDAD COOPERATIVA PUERTA DE PALMAS,BADAJOZ,BADAJOZ,6009,Sociedades Cooperativas de Viviendas,25/11/1999
BA-118,"SOLIDARIDAD EXTREMEÑA, S. COOP. LTDA.",BADAJOZ,BADAJOZ,6011,Sociedades Cooperativas de Trabajo Asociado,26/05/1982
EXT-1081,"STI, SOCIEDAD COOPERATIVA",BADAJOZ,BADAJOZ,6011,Sociedades Cooperativas de Trabajo Asociado,06/10/2015
EXT-734,SUPAIN SOCIEDAD COOPERATIVA LIMITADA,BADAJOZ,BADAJOZ,6006,Sociedades Cooperativas de Trabajo Asociado,25/04/2003
BA-311,"SURIPANTA TEATRO, S. COOP. LTDA.",BADAJOZ,BADAJOZ,6002,Sociedades Cooperativas de Trabajo Asociado,09/12/1986
EXT-1100,"TALLERES CPR, S. COOP. LTDA.",BADAJOZ,BADAJOZ,6008,Sociedades Cooperativas de Trabajo Asociado,28/10/1998
EXT-359,"TALLERES JOSE DIAZ E HIJOS, SOCIEDAD COOPERATIVA",BADAJOZ,BADAJOZ,6010,Sociedades Cooperativas de Trabajo Asociado,14/01/1993
EXT-967,TALLERES PACENSES S. COOP.,BADAJOZ,BADAJOZ,6009,Sociedades Cooperativas de Trabajo Asociado,05/03/1986
EXT-1098,"TERRAPRIMA, S. COOP. ESPECIAL",BADAJOZ,BADAJOZ,6005,Sociedades Cooperativas de Trabajo Asociado,05/04/2016
EXT-1090,"THE GECO COMPANY, S. COOP. ESPECIAL",BADAJOZ,BADAJOZ,6071,Sociedades Cooperativas de Trabajo Asociado,02/02/2016
EXT-095,"TORREALTA, SOCIEDAD COOPERATIVA LIMITADA",BADAJOZ,BADAJOZ,6005,Sociedades Cooperativas Agroalimentarias,12/04/2004
22453,"UNIÓN DE EMPRESARIOS DE BADAJOZ, SOCIEDAD COOPERATIVA, UNEBA",BADAJOZ,BADAJOZ,6001,Sociedades Cooperativas de Servicios,02/02/1977
EXT-1006,"VAB CONSULTORES, S. COOP. ESPECIAL",BADAJOZ,BADAJOZ,6003,Sociedades Cooperativas de Trabajo Asociado,17/10/2013
06/BA-866,"VENDEDORES AMBULANTES DE EXTREMADURA, S. COOP.",BADAJOZ,BADAJOZ,6008,Sociedades Cooperativas de Trabajo Asociado,13/03/2000
EXT-1241,"VIÑAVIEJA, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,BADAJOZ,6001,Sociedades Cooperativas Agroalimentarias,14/05/2020
EXT-578,ZETA ASESORES SOCIEDAD COOPERATIVA,BADAJOZ,BADAJOZ,6002,Sociedades Cooperativas de Trabajo Asociado,12/11/1990
25059,SOCIEDAD COOPERATIVA DE VIVIENDAS VASCO NUÑEZ DE BALBOA,BADAJOZ,BALBOA,6195,Sociedades Cooperativas de Viviendas,11/01/1980
EXT-606,SOCIEDAD COOPERATIVA MATAQUINTEROS,BADAJOZ,BALBOA,6195,Sociedades Cooperativas Agroalimentarias,28/09/1988
23842,SOCIEDAD COOPERATIVA VIRGEN DE BARBAÑO,BADAJOZ,BARBAÑO,6499,Sociedades Cooperativas de Viviendas,26/05/1978
EXT-545,"JAEMBA, S. COOP. LTDA.",BADAJOZ,BARCARROTA,6160,Sociedades Cooperativas Agroalimentarias,15/12/2000
EXT-638,"LA BENEFICA, S. COOP. LTDA.",BADAJOZ,BARCARROTA,6160,Sociedades Cooperativas Agroalimentarias,03/12/1953
EXT-255,S. COOP. ALCARRACHE DE BARCARROTA,BADAJOZ,BARCARROTA,6160,Sociedades Cooperativas Agroalimentarias,04/02/1992
EXT-849,"TERNERA SUROESTE DE EXTREMADURA, SOCIEDAD COOPERATIVA",BADAJOZ,BARCARROTA,6160,Sociedades Cooperativas Agroalimentarias,09/10/2009
EXT-467,"SAN ANDRES DE BATERNO, S. COOP. LTDA.",BADAJOZ,BATERNO,6659,Sociedades Cooperativas Agroalimentarias,18/09/1992
EXT-311,"AGRIBER DE BERLANGA, S. COOP.",BADAJOZ,BERLANGA,6930,Sociedades Cooperativas Agroalimentarias,31/07/2006
EXT-651,MARMOLEJO S. COOP. LTDA.,BADAJOZ,BERLANGA,6930,Sociedades Cooperativas Agroalimentarias,07/08/2000
06/BA-652,"TRES VILLAS,S. COOP.",BADAJOZ,BERLANGA,6930,Sociedades Cooperativas Agroalimentarias,05/10/1994
EXT-877,"UNIÓN DE AGRICULTORES DE BERLANGA, SOCIEDAD COOPERATIVA",BADAJOZ,BERLANGA,6930,Sociedades Cooperativas Agroalimentarias,03/05/2010
EXT-395,"COOPERATIVA AGRICOLA Y GANADERA SAN ISIDRO DE BIENVENIDA, S. COOP.",BADAJOZ,BIENVENIDA,6250,Sociedades Cooperativas Agroalimentarias,11/10/1994
6747,COOPERATIVA CAJA RURAL DE AHORROS Y PRÉSTAMOS DE BIENVENIDA,BADAJOZ,BIENVENIDA,6250,Sociedades Cooperativas Agroalimentarias,26/03/1955
EXT-457,"NUESTRA SEÑORA DE LOS MILAGROS DE BIENVENIDA, SOCIEDAD COOPERATIVA",BADAJOZ,BIENVENIDA,6250,Sociedades Cooperativas Agroalimentarias,08/02/1995
06/BA-618,"COBOEX, S. COOP. LTDA.",BADAJOZ,BODONAL DE LA SIERRA,6394,Sociedades Cooperativas de Trabajo Asociado,17/01/1994
EXT-214,"REMOLQUES CRUZ, S. COOP.",BADAJOZ,BODONAL DE LA SIERRA,6394,Sociedades Cooperativas de Trabajo Asociado,13/07/1998
25042,SOCIEDAD COOPERATIVA INDUSTRIAL DE CONFECCIÓN LA BELLOTOSA,BADAJOZ,BODONAL DE LA SIERRA,6394,Sociedades Cooperativas de Trabajo Asociado,24/07/1979
06/BA-599,"CESUREX, S. COOP.",BADAJOZ,BURGUILLOS DEL CERRO,6370,Sociedades Cooperativas Agroalimentarias,02/09/1993
5341,COOPERATIVA AGRÍCOLA Y CAJA RURAL DE CRÉDITO,BADAJOZ,BURGUILLOS DEL CERRO,6293,Sociedades Cooperativas Agroalimentarias,25/10/1950
EXT-715,EXTREMADURA GESTIÓN SOCIEDAD COOPERATIVA,BADAJOZ,BURGUILLOS DEL CERRO,6370,Sociedades Cooperativas de Trabajo Asociado,23/05/1996
BA-237,"SANTA MARÍA DE LA ENCINA, S. COOP. LTDA.",BADAJOZ,BURGUILLOS DEL CERRO,6293,Sociedades Cooperativas de Trabajo Asociado,23/07/1985
06/BA-519,"SOCIEDAD COOPERATIVA BURGUILLANA DE CARPINTERIA BURCAR, S. COOP.",BADAJOZ,BURGUILLOS DEL CERRO,6293,Sociedades Cooperativas de Trabajo Asociado,10/03/1992
EXT-211,SOCIEDAD COOPERATIVA SAN GREGORIO,BADAJOZ,BURGUILLOS DEL CERRO,6370,Sociedades Cooperativas Agroalimentarias,14/11/1985
06/BA-624,"AGRUPINCA, S. COOP.",BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas de Trabajo Asociado,28/02/1994
EXT-046,"ALANSER, S. COOP. LTDA.",BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas Agroalimentarias,30/05/1983
BA-228,"CALZADOS CABEZA DEL BUEY, S. COOP. LTDA.",BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas de Trabajo Asociado,06/03/1985
EXT-448,CAPUTBOVENSE S. COOP.,BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas de Trabajo Asociado,10/08/1989
BA-191,"CONFECCIONES EXTREMEÑAS, S. COOP. LTDA.",BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas de Trabajo Asociado,08/05/1984
EXT-547,"CONFECCIONES LA SERENA, S. COOP.",BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas de Trabajo Asociado,09/06/1975
BA-139,"CONSO CONFECCIONES DEL SUROESTE, S. COOP. LTDA.",BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas de Trabajo Asociado,28/10/1982
EXT-592,"CONSTRUCCIONES CABEZA DEL BUEY, S. COOP.",BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas de Trabajo Asociado,07/04/1986
EXT-175,CONUSAR S. COOP. LTDA.,BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas de Trabajo Asociado,18/09/1984
EXT-580,"EXTREMEÑA DE GIMNASIA, S. COOP. LTDA.",BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas de Trabajo Asociado,12/03/1982
EXT-225,"I.C.B. INDUSTRIAL CABEZA DEL BUEY, S. COOP.",BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas de Trabajo Asociado,25/05/2005
06/BA-506,"MATADERO FRIGORÍFICO GENERAL DE EXTREMADURA, S. COOP. LTDA.",BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas de Trabajo Asociado,15/01/1992
EXT-239,NUESTRA SEÑORA DE BELEN S. COOP.,BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas de Consumidores y Usuarios,27/03/1980
EXT-354,S. COOP. NUESTRA SEÑORA DE BELÉN,BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas de Trabajo Asociado,11/06/1977
06/BA-527,SOCIEDAD COOPERATIVA LACTEA NUESTRA SEÑORA DE BELEN,BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas Agroalimentarias,31/03/1992
BA-254,SOCIEDAD COOPERATIVA LIMITADA AVÍCOLA EXTREMEÑA,BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas de Trabajo Asociado,03/02/1986
EXT-566,SOCIEDAD COOPERATIVA LIMITADA LA UNIDAD OBRERA NATAL,BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas de Trabajo Asociado,29/10/1991
EXT-718,SOCIEDAD COOPERATIVA OLIVARERA CABEZA DEL BUEY,BADAJOZ,CABEZA DEL BUEY,6600,Sociedades Cooperativas Agroalimentarias,13/03/1991
EXT-484,"ARTESANÍA EXTREMEÑA DE TENTUDÍA, S. COOP. LTDA.",BADAJOZ,CABEZA LA VACA,6293,Sociedades Cooperativas de Trabajo Asociado,03/03/2000
EXT-426,SOCIEDAD COOPERATIVA LIMITADA AGRICOLA TORDOYA,BADAJOZ,CABEZA LA VACA,6293,Sociedades Cooperativas Agroalimentarias,31/03/2000
EXT-1015,"CARNICERIA Y CHARCUTERIA SAN JOSE, S.C.E, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,CALAMONTE,6810,Sociedades Cooperativas de Trabajo Asociado,07/11/2013
SMT-976,"CONSTRUCCIONES CALAMONTE, SOCIEDAD COOPERATIVA LIMITADA",BADAJOZ,CALAMONTE,6810,Sociedades Cooperativas de Trabajo Asociado,20/01/1987
EXT-1014,"ELECTRICIDAD 80, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,CALAMONTE,6810,Sociedades Cooperativas de Trabajo Asociado,07/11/2013
EXT-437,"FAMYMAR, SOCIEDAD COOPERATIVA",BADAJOZ,CALAMONTE,6810,Sociedades Cooperativas de Trabajo Asociado,20/05/1999
EXT-303,GESTOR.EX. S. COOP.,BADAJOZ,CALAMONTE,6810,Sociedades Cooperativas de Trabajo Asociado,26/02/2003
EXT-235,JAMMIN SOCIEDAD COOPERATIVA,BADAJOZ,CALAMONTE,6810,Sociedades Cooperativas de Trabajo Asociado,10/01/1995
EXT-1072,LA HACIENDA S. COOP. ESPECIAL,BADAJOZ,CALAMONTE,6810,Sociedades Cooperativas Agroalimentarias,23/04/2015
EXT-1170,"MORUHA LOGISTIC SERVICES, SOCIEDAD COOPERATIVA",BADAJOZ,CALAMONTE,6810,Sociedades Cooperativas de Trabajo Asociado,27/04/2018
EXT-1051,"COOPERATIVA DE CABRAS SIERRA DE TENTUDIA, S. COOP.",BADAJOZ,CALERA DE LEON,6292,Sociedades Cooperativas Agroalimentarias,19/12/1994
EXT-459,S. COOP. LTDA. AGRÍCOLA-GANADERA AL-KASERA,BADAJOZ,CALERA DE LEON,6292,Sociedades Cooperativas Agroalimentarias,26/07/1982
06/BA-438,SOCIEDAD COOPERATIVA DE SALAZONES Y EMBUTIDOS SIERRA MORENA,BADAJOZ,CALERA DE LEON,6292,Sociedades Cooperativas de Trabajo Asociado,21/05/1990
EXT-621,SOCIEDAD COOPERATIVA LIMITADA DE CONFECCION NUESTRA SEÑORA DE TENTUDIA,BADAJOZ,CALERA DE LEON,6292,Sociedades Cooperativas de Trabajo Asociado,22/07/1980
EXT-453,COOPERATIVA AGRÍCOLA NUESTRA SEÑORA DE LA ENCARNACIÓN DE CALZADILLA DE LOS BARROS S. COOP.,BADAJOZ,CALZADILLA DE LOS BARROS,6249,Sociedades Cooperativas Agroalimentarias,19/11/1998
BA-051,"JIMBAR, S. COOP. LTDA.",BADAJOZ,CAMPANARIO,6460,Sociedades Cooperativas de Trabajo Asociado,02/12/1980
EXT-913,"NATURSER, S. COOP. ESPECIAL",BADAJOZ,CAMPANARIO,6460,Cooperación y Colaboración Empresarial,06/04/2011
EXT-318,S. COOP. LTDA. DE LA ENSEÑANZA DE LA CONDUCCION RODESGAL,BADAJOZ,CAMPANARIO,6460,Sociedades Cooperativas de Trabajo Asociado,30/05/1983
EXT-485,SOCIEDAD COOPERATIVA LA ENCINA,BADAJOZ,CAMPANARIO,6460,Sociedades Cooperativas Agroalimentarias,28/03/1984
EXT-590,SOCIEDAD COOPERATIVA NTRA. SRA. DE PIEDRAESCRITA,BADAJOZ,CAMPANARIO,6460,Sociedades Cooperativas Agroalimentarias,05/07/1974
EXT-568,SOCIEDAD COOPERATIVA LOS MELONARES,BADAJOZ,CAMPILLO DE LLERENA,6443,Sociedades Cooperativas Agroalimentarias,13/09/1995
EXT-1275,"LEÑAS Y CORCHOS, S. COOP. ESPECIAL",BADAJOZ,CARMONITA,6488,Sociedades Cooperativas de Trabajo Asociado,11/01/2022
EXT-1223,"ALFER, S. COOP. JUVENIL",BADAJOZ,CASAS DE DON PEDRO,6770,Sociedades Cooperativas Juveniles,11/09/2019
EXT-1293,"CASTILLO CONSTRUCCIONES, S. COOP. ESPECIAL",BADAJOZ,CASAS DE DON PEDRO,6770,Sociedades Cooperativas de Trabajo Asociado,10/10/2022
EXT-404,"COEXATE COOPERATIVA EXTREMEÑA DE AYUDA A LA TERCERA EDAD, S. COOP.",BADAJOZ,CASAS DE DON PEDRO,6770,Sociedades Cooperativas de Trabajo Asociado,16/02/2001
EXT-1299,"EL PARRAL DE CASAS DE DON PEDRO, S. COOP. ESPECIAL",BADAJOZ,CASAS DE DON PEDRO,6770,Sociedades Cooperativas de Trabajo Asociado,29/12/2022
EXT-1254,"OENO, S. COOP. ESPECIAL",BADAJOZ,CASAS DE DON PEDRO,6770,Sociedades Cooperativas de Trabajo Asociado,03/12/2020
EX-1283,"PUBLICIDAD Y DISEÑO EXPRÉS, S. COOP. ESPECIAL",BADAJOZ,CASAS DE DON PEDRO,6770,Sociedades Cooperativas de Trabajo Asociado,17/05/2022
EXT-1250,"SIBERIA CATERING, S. COOP. ESPECIAL",BADAJOZ,CASAS DE DON PEDRO,6770,Sociedades Cooperativas de Trabajo Asociado,14/09/2020
EXT-846,SOCIEDAD COOPERATIVA VIRGEN DE LOS REMEDIOS,BADAJOZ,CASAS DE DON PEDRO,6770,Sociedades Cooperativas Agroalimentarias,12/06/1978
22213,SOCIEDAD COOPERATIVA VIRGEN DE LOS REMEDIOS COVIRCA,BADAJOZ,CASAS DE DON PEDRO,6770,Sociedades Cooperativas de Trabajo Asociado,11/11/1976
06/BA-354,"VIRVEGA, S. COOP. DE CONFECCIÓN LTDA.",BADAJOZ,CASAS DE DON PEDRO,6770,Sociedades Cooperativas de Trabajo Asociado,24/01/1989
EXT-900,"LAS VILLAS HERMANAS, SOCIEDAD COOPERATIVA",BADAJOZ,CASAS DE REINA,6960,Sociedades Cooperativas Agroalimentarias,13/12/2010
BA-312,"COOPERATIVA LECHERA DE CASTILBLANCO, S. COOP. LTDA.",BADAJOZ,CASTILBLANCO,6680,Sociedades Cooperativas Agroalimentarias,15/12/1986
EXT-770,"LAS MESILLAS, S. COOP. LTDA.",BADAJOZ,CASTILBLANCO,6680,Sociedades Cooperativas de Consumidores y Usuarios,04/03/1987
23123,SOCIEDAD COOPERATIVA LA CONCORDIA,BADAJOZ,CASTILBLANCO,6680,Sociedades Cooperativas de Consumidores y Usuarios,30/09/1977
BA-140,SOCIEDAD COOPERATIVA LIMITADA EL CONCEJO,BADAJOZ,CASTILBLANCO,6680,Sociedades Cooperativas de Trabajo Asociado,17/11/1982
EXT-450,SOCIEDAD COOPERATIVA OLIVARERA SAN CRISTOBAL MÁRTIR,BADAJOZ,CASTILBLANCO,6680,Sociedades Cooperativas Agroalimentarias,05/10/1961
EXT-146,SOCIEDAD COOPERATIVA TEXTIL CANDELARIA,BADAJOZ,CASTILBLANCO,6680,Sociedades Cooperativas de Trabajo Asociado,18/09/1998
06/BA-501,"ACUARIO DEL ZUJAR, S. COOP.",BADAJOZ,CASTUERA,6420,Sociedades Cooperativas de Trabajo Asociado,25/10/1991
EXT-954,"CENTRO DE JARDINERIA LA SERENA, S. COOP. ESPECIAL",BADAJOZ,CASTUERA,6420,Sociedades Cooperativas de Trabajo Asociado,08/05/2012
06/BA-381,"CINDECA, S. COOP. LTDA.",BADAJOZ,CASTUERA,6420,Sociedades Cooperativas de Trabajo Asociado,17/08/1989
06/BA-615,"CONSTRUCCIONES CAZADON, S. COOP.",BADAJOZ,CASTUERA,6420,Sociedades Cooperativas de Trabajo Asociado,30/11/1993
20331,"COOPERATIVA COVHIFER, S. COOP.",BADAJOZ,CASTUERA,6420,Sociedades Cooperativas de Trabajo Asociado,08/06/1974
17496,COOPERATIVA GANADERO-LECHERA LA SERENA,BADAJOZ,CASTUERA,6420,Sociedades Cooperativas Agroalimentarias,22/12/1969
06/BA-396,"DISTUEX, S. COOP. LTDA.",BADAJOZ,CASTUERA,6420,Sociedades Cooperativas de Trabajo Asociado,18/10/1989
EXT-281,"PASTELERA EXTREMEÑA, S. COOP. LTDA.",BADAJOZ,CASTUERA,6420,Sociedades Cooperativas de Trabajo Asociado,17/08/1989
EXT-478,SOCIEDAD COOPERATIVA IBÉRICOS LOS TARINES,BADAJOZ,CASTUERA,6420,Sociedades Cooperativas Agroalimentarias,05/03/2007
EXT-339,SOCIEDAD COOPERATIVA LIMITADA COMARCAL AGRÍCOLA GANADERA DE CASTUERA,BADAJOZ,CASTUERA,6420,Sociedades Cooperativas Agroalimentarias,16/03/1981
EXT-220,SOCIEDAD COOPERATIVA VITIVINICOLA SAN JUAN DE CASTUERA,BADAJOZ,CASTUERA,6420,Sociedades Cooperativas Agroalimentarias,24/06/1963
06/BA-398,"TUDECA, S. COOP. LTDA.",BADAJOZ,CASTUERA,6420,Sociedades Cooperativas de Trabajo Asociado,18/10/1989
EXT-1108,"DIANOIA, S. COOP. ESPECIAL",BADAJOZ,CODOSERA (LA),6518,Sociedades Cooperativas de Trabajo Asociado,15/06/2016
24740,SOCIEDAD COOPERATIVA AGRICOLA CONQUISTADORES,BADAJOZ,CONQUISTA DEL GUADIANA,6410,Sociedades Cooperativas Agroalimentarias,21/02/1979
EXT-229,"SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO ""EL LÁCARA""",BADAJOZ,CORDOBILLA DE LACARA,6487,Sociedades Cooperativas Agroalimentarias,22/06/1984
BA-344,SOCIEDAD COOPERATIVA LIMITADA TEXTIL LOS SANTITOS,BADAJOZ,CORDOBILLA DE LACARA,6487,Sociedades Cooperativas de Trabajo Asociado,06/05/1988
BA-288,"DISEÑO, S. COOP. LTDA.",BADAJOZ,CORONADA (LA),6469,Sociedades Cooperativas de Trabajo Asociado,14/07/1986
06/BA-009,"LA EXTREMEÑA DE LA CORONADA, S. COOP. LTDA.",BADAJOZ,CORONADA (LA),6469,Sociedades Cooperativas de Trabajo Asociado,19/01/1988
06/BA-372,"NAVACERRADA, S. COOP. LTDA.",BADAJOZ,CORONADA (LA),6469,Sociedades Cooperativas de Trabajo Asociado,26/07/1989
BA-035,"NUESTRA SEÑORA DEL ZÚJAR, SOCIEDAD COOPERATIVA LIMITADA",BADAJOZ,CORONADA (LA),6469,Sociedades Cooperativas de Trabajo Asociado,20/08/1980
06/BA-608,SOCIEDAD COOPERATIVA AGROALIMENTARIA ROSAL,BADAJOZ,CORONADA (LA),6469,Sociedades Cooperativas Agroalimentarias,04/11/1993
BA-092,SOCIEDAD COOPERATIVA LIMITADA LA CORONELA,BADAJOZ,CORONADA (LA),6469,Sociedades Cooperativas Agroalimentarias,21/12/1981
22441,SOCIEDAD COOPERATIVA SAN BARTOLOME,BADAJOZ,CORONADA (LA),6469,Sociedades Cooperativas de Consumidores y Usuarios,02/02/1977
EXT-192,S. COOP. SANTA MARÍA EGIPCIACA,BADAJOZ,CORTE DE PELEAS,6196,Sociedades Cooperativas Agroalimentarias,03/02/1978
EXT-253,SOCIEDAD COOPERATIVA ACEITUNERA SAN JOSÉ DE CORTE DE PELEAS,BADAJOZ,CORTE DE PELEAS,6196,Sociedades Cooperativas Agroalimentarias,17/06/1991
06/BA-044,"JAMI, S. COOP.",BADAJOZ,CRISTINA,6479,Sociedades Cooperativas de Trabajo Asociado,18/08/1988
EXT-524,SOCIEDAD COOPERATIVA LIMITADA SAN SEBASTIÁN DE CRISTINA,BADAJOZ,CRISTINA,6479,Sociedades Cooperativas Agroalimentarias,30/09/1985
EXT-822,SOCIEDAD COOPERATIVA DE SERVICIOS SAN CRISTOBAL,BADAJOZ,DOCENARIO,6439,Sociedades Cooperativas Agroalimentarias,04/06/1979
EXT-1248,"CLÍNICA PODOLÓGICA VITALPIE, S. COOP. ESPECIAL",BADAJOZ,DON ALVARO,6820,Sociedades Cooperativas de Trabajo Asociado,10/08/2020
EXT-1239,"GATAMUSA, S. COOP. ESPECIAL",BADAJOZ,DON ALVARO,6820,Sociedades Cooperativas de Trabajo Asociado,20/02/2020
EXT-1191,"SEYDA, S. COOP. ESPECIAL",BADAJOZ,DON ALVARO,6820,Sociedades Cooperativas de Trabajo Asociado,23/10/2018
BA-305,"ACREX, S. COOP. LTDA.",BADAJOZ,DON BENITO,6400,Sociedades Cooperativas de Trabajo Asociado,03/11/1986
EXT-108,"AGROCAM, SOCIEDAD COOPERATIVA",BADAJOZ,DON BENITO,6400,Sociedades Cooperativas Agroalimentarias,10/07/1995
06/BA-596,"AMBULANCIAS DON BENITO VILLANUEVA, S. COOP. LTDA.",BADAJOZ,DON BENITO,6400,Sociedades Cooperativas de Trabajo Asociado,11/08/1993
BA-295,"ASE, S. COOP. LTDA.",BADAJOZ,DON BENITO,6400,Sociedades Cooperativas de Trabajo Asociado,25/08/1986
EXT-470,CARCETRANS SOCIEDAD COOPERATIVA,BADAJOZ,DON BENITO,6400,Sociedades Cooperativas de Transportistas,04/03/1993
EXT-773,"CEDEPA, S. COOP. LTDA.",BADAJOZ,DON BENITO,6400,Sociedades Cooperativas de Trabajo Asociado,14/09/1982
BA-059,"COESMA, S. COOP. LTDA.",BADAJOZ,DON BENITO,6400,Sociedades Cooperativas de Enseñanza,16/02/1981
BA-162,"COLIEX, S. COOP. LTDA.",BADAJOZ,DON BENITO,6400,Sociedades Cooperativas de Trabajo Asociado,21/07/1983
EXT-527,"COMEDOM, S. COOP. LTDA.",BADAJOZ,DON BENITO,6400,Sociedades Cooperativas de Trabajo Asociado,04/01/1993
EXT-301,"CONSTRUCCIONES VEGAS ALTAS DE DON BENITO, SOCIEDAD COOPERATIVA",BADAJOZ,DON BENITO,6400,Sociedades Cooperativas de Trabajo Asociado,01/02/2000
EXT-936,"CONSULTING INFORMÁTICO Y TECNOLÓGICO DE EXTREMADURA, S. COOP.",BADAJOZ,DON BENITO,6400,Sociedades Cooperativas de Trabajo Asociado,21/10/2011
BA-008,"COOPAL, S. COOP. LTDA.",BADAJOZ,DON BENITO,6400,Sociedades Cooperativas de Trabajo Asociado,25/01/1980
BA-144,"COOPERATIVA CONSTRUCTORA DONVI, S. COOP. LTDA.",BADAJOZ,DON BENITO,6400,Sociedades Cooperativas de Trabajo Asociado,27/12/1982
EXT-145,"COOPERATIVA OLIVARERA NUESTRA SEÑORA DE LAS CRUCES DE DON BENITO, S. COOP.",BADAJOZ,DON BENITO,6400,Sociedades Cooperativas Agroalimentarias,27/07/1960
EXT-428,"CRISTALERIAS DON BENITO, S. COOP. LTDA.",BADAJOZ,DON BENITO,6400,Sociedades Cooperativas de Trabajo Asociado,13/03/1984
06/BA-357,"DELTEX, S. COOP. LTDA.",BADAJOZ,DON BENITO,6400,Sociedades Cooperativas de Trabajo Asociado,02/02/1989
BA-301,"ESCUELA INFANTIL ACUARELA, S. COOP. LTDA.",BADAJOZ,DON BENITO,6400,Sociedades Cooperativas de Trabajo Asociado,30/09/1986
