"Nregistro","Ambito","Provincia","Fregistro","Nombre","Domicilio","Dlocalidad","CodPostal","fines"
21,"Provincial","Badajoz",23/02/89,"FEDERACION DE APAS DE DON BENITO Y POBLADOS","Groizard, 2","DON BENITO","06400"," CIENCIAS, CÍVICO-POLÍTICAS, DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, FAMILIA, MADRES Y PADRES DE ALUMNOS"
21,"Local","Cáceres",27/02/68,"CABEZAS DE FAMILIA","AYUNTAMIENTO","ALISEDA","10550"," CIENCIAS, CÍVICO-POLÍTICAS, DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, FAMILIA, MADRES Y PADRES DE ALUMNOS"
21,"Autonómico","Cáceres",23/06/92,"COORDINADORA DE ASOCIACIONES DEL NORTE DE EXTREMA","JUAN DE AVALOS, 15","PLASENCIA","10600"," CIENCIAS, CÍVICO-POLÍTICAS, DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, FAMILIA, MADRES Y PADRES DE ALUMNOS"
22,"Local","Badajoz",23/02/66,"Sociedad Cultural y Recreativa ""CIRCULO DE ALBURQUERQUE""","C/ Reyes Corchado, nº 3","ALBURQUERQUE","06510"," CULTURALES, PEÑAS, CLUBES, CASAS REGIONALES, PROPIETARIOS, VECINOS"
22,"Provincial","Badajoz",20/06/89,"FEDERACION ESPAÑOLA DE ESCUELAS DE ANIMACION LIBRES","Melendez Valdés, 35, 1º, D","BADAJOZ",," CULTURALES, PEÑAS, CLUBES, CASAS REGIONALES, PROPIETARIOS, VECINOS"
22,"Autonómico","Cáceres",24/03/66,"ASOCIACIÓN CULTURAL PLACENTINA PEDRO TREJO","Las Peñas 12","PLASENCIA","10600"," CULTURALES, PEÑAS, CLUBES, CASAS REGIONALES, PROPIETARIOS, VECINOS"
22,"Provincial","Cáceres",22/07/68,"UNIÓN CONDUCTORES DE AUTOMOVILES","ARCO DE ESPAÑA, 20","CÁCERES",," CULTURALES, PEÑAS, CLUBES, CASAS REGIONALES, PROPIETARIOS, VECINOS"
22,"Comarcal","Cáceres",16/06/93,"SIERRA DE GATA, DE CILLEROS","ANGUSTIAS, 11","CILLEROS","10895"," CULTURALES, PEÑAS, CLUBES, CASAS REGIONALES, PROPIETARIOS, VECINOS"
23,"Provincial","Badajoz",07/02/90,"CONFEDERACION CATOLICA DE PADRES DE ALUMNOS Y PADRES DE FAMILIA DE EXTREMADURA -CONCAPA EXTREMADURA-","Juan Pereda Pila, 14","BADAJOZ",," DEPORTISTAS, EXDEPORTISTAS, MADRES Y PADRES DE ALUMNOS, OTRAS"
23,"Comarcal","Cáceres",22/07/93,"PEÑAS DE FERIA Y FIESTAS","AVD. ESPAÑA, 32","PLASENCIA","10600"," DEPORTISTAS, EXDEPORTISTAS, MADRES Y PADRES DE ALUMNOS, OTRAS"
24,"Local","Badajoz",05/03/66,"ASOCIACIÓN CLUB TAURINO EXTREMEÑO","C/ López Prudencio nº 8","BADAJOZ",," CULTURALES, OTRAS, OTRAS DE SOLIDARIDAD, SERVICIOS SANITARIOS, TAURINAS"
24,"Provincial","Badajoz",08/05/90,"FEDERACION DE ASOCIACIONES DE MINUSVALIDOS FISICOS DE LA PROVINCIA DE BADAJOZ ""COCEMFE-BADAJOZ"", declarada de utilidad pública (28-09-2009).","C/ Gerardo Ramírez Sánchez, s/nº","BADAJOZ",," CULTURALES, OTRAS, OTRAS DE SOLIDARIDAD, SERVICIOS SANITARIOS, TAURINAS"
24,"Local","Cáceres",23/08/68,"SOCORROS MUTUOS LA SEGURIDAD CUMBRERA","PLAZA DE ESPAÑA","CUMBRE, LA","10270"," CULTURALES, OTRAS, OTRAS DE SOLIDARIDAD, SERVICIOS SANITARIOS, TAURINAS"
24,"Local","Cáceres",16/08/94,"COORDINADORA DE JARANDILLA","CASA DE LA CULTURA DE JARANDILLA DE LA VERA","JARANDILLA DE LA VERA","10450"," CULTURALES, OTRAS, OTRAS DE SOLIDARIDAD, SERVICIOS SANITARIOS, TAURINAS"
25,"Local","Badajoz",11/03/66,"Centro Cultural y de Recreo","Plaza de España nº 17","VALVERDE DE LEGANES","06130"," CIENCIAS, CULTURA POPULAR, GASTRONOMÍA, OTRAS, OTRAS DE SOLIDARIDAD"
25,"Provincial","Badajoz",12/06/90,"FEDERACION DE ASOCIACIONES DEL SUR DE EXTREMADURA","Suarez Somonte, 109, A","MERIDA","06800"," CIENCIAS, CULTURA POPULAR, GASTRONOMÍA, OTRAS, OTRAS DE SOLIDARIDAD"
25,"Provincial","Cáceres",22/10/68,"NUESTRA SEÑORA DE LA SOLEDAD","DE LA SOLEDAD","CÁCERES",," CIENCIAS, CULTURA POPULAR, GASTRONOMÍA, OTRAS, OTRAS DE SOLIDARIDAD"
25,"Local","Cáceres",24/01/95,"AGRUPACIONES LOCALES DEL CARNAVAL CACEREÑO","ATAHUALPA, 4","CÁCERES",," CIENCIAS, CULTURA POPULAR, GASTRONOMÍA, OTRAS, OTRAS DE SOLIDARIDAD"
26,"Local","Badajoz",17/03/66,"ASOCIACION CIRCULO CULTURAL Y RECREATIVO DE BURGUILLOS DEL CERRO","C/ Coronel Martin Alonso  nº 2","BURGUILLOS DEL CERRO","06370"," CIENCIAS, DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD, PROPIETARIOS, VECINOS"
26,"Autonómico","Badajoz",22/10/90,"FEDERACION DE ESCUELAS FAMILIARES AGRARIAS DE EXTREMADURA","Estación de Aljucén, s/n","MERIDA","06800"," CIENCIAS, DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD, PROPIETARIOS, VECINOS"
26,"Autonómico","Cáceres",13/04/66,"ASOCIACIÓN NOVAFORMA. UTILIDAD PUBLICA.","RONDA DE LA PIZARRA Nº  2º","CÁCERES",," CIENCIAS, DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD, PROPIETARIOS, VECINOS"
26,"Provincial","Cáceres",15/11/68,"CLUB NAUTICO DEL LAGO GABRIEL Y GALAN","Pantano de Gabriel y Galan.","GUIJO DE GRANADILLA","10665"," CIENCIAS, DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD, PROPIETARIOS, VECINOS"
27,"Local","Badajoz",17/03/66,"ASOCIACION SOCIEDAD CASINO DE JEREZ","C/ Vasco Nuñez de Balboa, nº 10","JEREZ DE LOS CABALLEROS","06380"," DEPORTISTAS, EXDEPORTISTAS, PEÑAS, CLUBES, CASAS REGIONALES, PROPIETARIOS, VECINOS"
27,"Provincial","Cáceres",26/04/66,"CENTRO CULTURAL Y RECREAT. DEL POBLADO DE VEGAVIAN","I.N.DE COLONIZACION. CENTRO COOPERATIVO DE VEGAVIA","VEGAVIANA","10848"," DEPORTISTAS, EXDEPORTISTAS, PEÑAS, CLUBES, CASAS REGIONALES, PROPIETARIOS, VECINOS"
27,"Local","Cáceres",09/12/68,"CAZADORES DE ALISEDA","ALISEDA","ALISEDA","10550"," DEPORTISTAS, EXDEPORTISTAS, PEÑAS, CLUBES, CASAS REGIONALES, PROPIETARIOS, VECINOS"
27,"Local","Cáceres",26/10/95,"PLACENTINA DE ASOCIACIONES DE VECINOS PLASENCIA","Fray Antonio de Santa Maria","PLASENCIA","10600"," DEPORTISTAS, EXDEPORTISTAS, PEÑAS, CLUBES, CASAS REGIONALES, PROPIETARIOS, VECINOS"
28,"Local","Badajoz",17/03/66,"ASOCIACIÓN CIRCULO RECREATIVO SANVICENTEÑO","Plaza de la Constitución, nº 7","SAN VICENTE DE ALCÁNTARA","06500"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS, SERVICIOS SANITARIOS"
28,"Provincial","Badajoz",29/11/91,"FEDERACION ORNITOLOGICA EXTREMEÑA","Avda. Ricardo Carapeto, 36","BADAJOZ",," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS, SERVICIOS SANITARIOS"
28,"Provincial","Cáceres",06/02/69,"CAZADORES DE EDUCACIÓN Y DESCANSO","AVDA. MIGUEL PRIMO DE RIVERA, 9","CÁCERES",," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS, SERVICIOS SANITARIOS"
29,"Local","Badajoz",13/04/66,"ASOCIACION CIRCULO EMERITENSE","Plaza de España nº 20","MERIDA","06800"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS, TAURINAS"
29,"Provincial","Badajoz",21/04/92,"FEDERACION REGIONAL DE MUJERES CON CARGAS FAMILIARES NO COMPARTIDAS","Agustina de Aragón, 20, Entrep.","BADAJOZ",," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS, TAURINAS"
29,"Local","Cáceres",03/02/69,"PESCADORES DE LOSAR DE LA VERA","LOSAR DE LA VERA","LOSAR DE LA VERA","10460"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS, TAURINAS"
29,"Autonómico","Cáceres",18/07/96,"CANINA DE EXTREMADURA","Maluquer 11","CÁCERES",," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS, TAURINAS"
30,"Local","Badajoz",13/04/66,"Asociación ""La Peña""","C/ Capitán Rodrigo de la Calzada nº 1","FREGENAL DE LA SIERRA","06340"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS, PROPIETARIOS, VECINOS"
30,"Local","Cáceres",23/01/97,"POLIDEPORTIVA ESPIRITU SANTO","AVDA DE CERVANTES, 110","CÁCERES",," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS, PROPIETARIOS, VECINOS"
31,"Local","Badajoz",11/05/66,"ASOCIACION ""CIRCULO DE LA FRATERNIDAD""","Plaza de España nº 9","BARCARROTA","06160"," CIENCIAS, CULTURALES, DEPORTISTAS, EXDEPORTISTAS, INTEGRACIÓN SOCIAL DE INMIGRANTES, MINORÍAS, OTRAS DE SOLIDARIDAD"
31,"Provincial","Badajoz",21/04/92,"FEDERACIÓN DE ASOCIACIONES GITANAS EXTREMEÑAS","C/ Huelva, nº 14","ZAFRA","06300"," CIENCIAS, CULTURALES, DEPORTISTAS, EXDEPORTISTAS, INTEGRACIÓN SOCIAL DE INMIGRANTES, MINORÍAS, OTRAS DE SOLIDARIDAD"
31,"Local","Cáceres",18/05/66,"CENTRO CULTURAL Y RECREATIVO DE VEGAVIANA","Ronda de la Rivera s/n. Coop.Virgen de Fatima.Vegaviana","MORALEJA","10840"," CIENCIAS, CULTURALES, DEPORTISTAS, EXDEPORTISTAS, INTEGRACIÓN SOCIAL DE INMIGRANTES, MINORÍAS, OTRAS DE SOLIDARIDAD"
31,"Local","Cáceres",20/01/69,"CAZADORES ZARCEÑA","ZARZA DE GRANADILLA","ZARZA DE GRANADILLA","10710"," CIENCIAS, CULTURALES, DEPORTISTAS, EXDEPORTISTAS, INTEGRACIÓN SOCIAL DE INMIGRANTES, MINORÍAS, OTRAS DE SOLIDARIDAD"
31,"Autonómico","Cáceres",21/04/97,"PROVINCIALES DE DISCAPACITADOS FISICOS. ""COCEMFE""","Carretera 8","CÁCERES",," CIENCIAS, CULTURALES, DEPORTISTAS, EXDEPORTISTAS, INTEGRACIÓN SOCIAL DE INMIGRANTES, MINORÍAS, OTRAS DE SOLIDARIDAD"
32,"Local","Badajoz",01/05/66,"ASOCIACION CIRCULO DE LA AMISTAD","C/ Teniente Carrasco nº 5","SANTOS DE MAIMONA, LOS","06230"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS, PEÑAS, CLUBES, CASAS REGIONALES"
32,"Local","Cáceres",26/05/66,"CASINO DE TRUJILLO (CIRCULO TRUJILLANO)","C/ RUIZ DE MENDOZA, 1","TRUJILLO","10200"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS, PEÑAS, CLUBES, CASAS REGIONALES"
32,"Local","Cáceres",20/01/69,"CAZADORES MIRABELEÑA","MIRABEL","MIRABEL","10540"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS, PEÑAS, CLUBES, CASAS REGIONALES"
33,"Local","Badajoz",11/05/66,"ASOCIACIÓN ATENEO LICEO DE MÉRIDA","C/ Santa Eulalia nº 41","MERIDA","06800"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, MADRES Y PADRES DE ALUMNOS, OTRAS"
33,"Provincial","Badajoz",24/05/93,"FEDERACION EXTREMEÑA DE ASOC, APAS DE CENTROS DE ENSEÑANZA LI","Colegio Puertapalma","BADAJOZ",," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, MADRES Y PADRES DE ALUMNOS, OTRAS"
33,"Provincial","Cáceres",14/06/66,"PEÑA PLACENTINA MADRIDISTA DE PLASENCIA","C/ CERVANTES, 7","PLASENCIA","10600"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, MADRES Y PADRES DE ALUMNOS, OTRAS"
33,"Provincial","Cáceres",03/02/69,"CAZADORES DE MORALEJA DEL PERAL","MORALEJA DEL PERAL","MORALEJA","10840"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, MADRES Y PADRES DE ALUMNOS, OTRAS"
33,"Comarcal","Cáceres",09/04/97,"COORDINADORA DE MUJERES DE LA COMARCA DE MONTANCHEZ RETAMA","Gurumeña 17","VALDEFUENTES","10180"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, MADRES Y PADRES DE ALUMNOS, OTRAS"
34,"Local","Badajoz",17/05/66,"""Circulo Cascorro""","C/ Canalejas nº 4","SANTA MARTA DE LOS BARROS","06150"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD, SERVICIOS SANITARIOS"
34,"Provincial","Cáceres",14/06/66,"ASO. BENEFICO CONSTRUCTORA VIRGEN DE GUADALUPE","AVD. DE ESPAÑA, 15","CÁCERES",," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD, SERVICIOS SANITARIOS"
34,"Local","Cáceres",12/02/69,"CAZADORES ZARZA LA MAYOR","PLAZA MAYOR S/N","ZARZA LA MAYOR","10880"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD, SERVICIOS SANITARIOS"
34,"Local","Cáceres",08/07/97,"ASOCIACIONES DE DISCAPACITADOS DE PLASENCIA","Avdª del Ejercito 1, bajo","PLASENCIA","10600"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD, SERVICIOS SANITARIOS"
35,"Local","Badajoz",17/05/66,"ASOCIACION SOCIEDAD RECREATIVA Y CULTURAL CIRCULO DE ARTESANOS","Plaza de España nº 12","DON BENITO","06400"," CIENCIAS, CULTURALES, OTRAS, OTRAS DE SOLIDARIDAD, TURISMO"
35,"Autonómico","Badajoz",09/07/93,"FEDERACION DE MUJERES PROGRESISTAS DE EXTREMADURA","PLAZA DE SALAMANCA, 3","VILLANUEVA DE LA SERENA","06700"," CIENCIAS, CULTURALES, OTRAS, OTRAS DE SOLIDARIDAD, TURISMO"
35,"Local","Cáceres",12/09/66,"CENTRO DE INICIATIVAS TURISTICAS DE PLASENCIA","PLAZA DE SOSA Nº 2","PLASENCIA","10600"," CIENCIAS, CULTURALES, OTRAS, OTRAS DE SOLIDARIDAD, TURISMO"
35,"Local","Cáceres",13/02/69,"JUVENTUD DE ALCANTA","REYES HUERTAS, 17","CÁCERES",," CIENCIAS, CULTURALES, OTRAS, OTRAS DE SOLIDARIDAD, TURISMO"
36,"Local","Badajoz",17/05/66,"Circulo de Azuaga","C/ LLana nº 10","AZUAGA","06920","IOS"
36,"Local","Badajoz",13/02/69,"JUVENIL ALFONSO IZARRA","PLAZA MAYOR","TRUJILLANOS","06892","IOS"
36,"Provincial","Badajoz",27/04/95,"FEDERACION DE ENTIDADES PARA LA INTEGRACION DEL MINUSVALIDO","Avda. de Sta. Marina, 7","BADAJOZ",,"IOS"
36,"Local","Cáceres",04/10/66,"CASINO DE LA UNION DE VALENCIA DE ALCANTARA"," PZ. DE GREGORIO BRAVO 10","VALENCIA DE ALCÁNTARA","10500","IOS"
36,"Local","Cáceres",13/02/69,"JUVENIL ALFONSO IZARRA","PLAZA MAYOR","TRUJILLANOS","06892","IOS"
36,"Comarcal","Cáceres",11/01/99,"DE ASOCIACIONES  MUJERES COMARCA DE LA VERA","C/ JUAN DE AUSTRIA, S/N","CUACOS DE YUSTE","10430","IOS"
37,"Provincial","Badajoz",17/05/66,"ASOCIACIÓN CULTURAL FILATÉLICA Y NUMISMÁTICA PACENSE","C/ Pasaje de San Juan, local 2J - apartado de correos 83","BADAJOZ",," CIENCIAS, CULTURALES, DEPORTISTAS, EXDEPORTISTAS, MADRES Y PADRES DE ALUMNOS, PEÑAS, CLUBES, CASAS REGIONALES"
37,"Provincial","Badajoz",25/04/96,"FEDERACION DE APAS DE MERIDA","Casa de la Cultura. Moreno de Vargas, 10","MERIDA","06800"," CIENCIAS, CULTURALES, DEPORTISTAS, EXDEPORTISTAS, MADRES Y PADRES DE ALUMNOS, PEÑAS, CLUBES, CASAS REGIONALES"
37,"Local","Cáceres",04/10/66,"CIRCULO DE LA CONCORDIA DE CACERES","LA COLINA","CÁCERES",," CIENCIAS, CULTURALES, DEPORTISTAS, EXDEPORTISTAS, MADRES Y PADRES DE ALUMNOS, PEÑAS, CLUBES, CASAS REGIONALES"
37,"Local","Cáceres",19/02/69,"CAZADORES DE MALPARTIDA DE PLASENCIA","BAR CENTRAL","MALPARTIDA DE PLASENCIA","10680"," CIENCIAS, CULTURALES, DEPORTISTAS, EXDEPORTISTAS, MADRES Y PADRES DE ALUMNOS, PEÑAS, CLUBES, CASAS REGIONALES"
38,"Local","Badajoz",20/05/66,"ASOCIACION CIRCULO ""LA UNION""","C/ SAN JUAN, 2","SANTA AMALIA","06410"," CIENCIAS, CULTURALES, DEPORTISTAS, EXDEPORTISTAS, OTRAS, PERSONAS MAYORES"
38,"Local","Cáceres",19/01/69,"CAZADORES DE ALDEACENTENERA","PLAZA DE ESPAÑA, 1. AYUNTAMIENTO","ALDEACENTENERA","10251"," CIENCIAS, CULTURALES, DEPORTISTAS, EXDEPORTISTAS, OTRAS, PERSONAS MAYORES"
38,"Autonómico","Cáceres",25/06/99,"DE AS.DE EXTREMADURA COOPERACION INTERNACIONAL","Pintores, 34. 1º","CÁCERES",," CIENCIAS, CULTURALES, DEPORTISTAS, EXDEPORTISTAS, OTRAS, PERSONAS MAYORES"
39,"Provincial","Badajoz",03/05/96,"ESP. PRO-AYUDA PERSONAS TRASTORNOS LOGOPEDIA, FONI","Doctor Fleming, 4","ALMENDRALEJO","06200"," DEPORTISTAS, EXDEPORTISTAS, OTRAS, OTRAS DE SOLIDARIDAD, SERVICIOS SANITARIOS"
39,"Local","Cáceres",28/02/69,"DPORTIVA EL TIETAR","GABRIEL Y GALAN, 9","VILLANUEVA DE LA VERA","10470"," DEPORTISTAS, EXDEPORTISTAS, OTRAS, OTRAS DE SOLIDARIDAD, SERVICIOS SANITARIOS"
39,"Autonómico","Cáceres",08/07/99,"""ALZHEIMER EXTREMADURA""","AVDª DE CERVANTES, S/N. CASA DE LA CULTURA","CÁCERES",," DEPORTISTAS, EXDEPORTISTAS, OTRAS, OTRAS DE SOLIDARIDAD, SERVICIOS SANITARIOS"
40,"Local","Badajoz",08/06/66,"Amigos del Guadiana","San Agustín nº 25","BADAJOZ",," CIENCIAS, CULTURALES, INTEGRACIÓN SOCIAL DE INMIGRANTES, MINORÍAS, OTRAS DE SOLIDARIDAD"
40,"Autonómico","Badajoz",03/03/97,"FEDERACION CONCIENCIA GITANA DE EXTREMADURA (FECOGEX)","C/ San Fernando, 6","LACARA, POBLADO DE","06489"," CIENCIAS, CULTURALES, INTEGRACIÓN SOCIAL DE INMIGRANTES, MINORÍAS, OTRAS DE SOLIDARIDAD"
40,"Provincial","Cáceres",23/11/66,"LA SALLE PLACENTINA NTRA. SRA. DE GUADALUPE","AVD. DEL EJERCITO, 3","PLASENCIA","10600"," CIENCIAS, CULTURALES, INTEGRACIÓN SOCIAL DE INMIGRANTES, MINORÍAS, OTRAS DE SOLIDARIDAD"
40,"Local","Cáceres",12/03/69,"JUVENTUD UNIÓN","PLAZA DE LA AUDIENCIA S/N","CÁCERES",," CIENCIAS, CULTURALES, INTEGRACIÓN SOCIAL DE INMIGRANTES, MINORÍAS, OTRAS DE SOLIDARIDAD"
40,"Autonómico","Cáceres",10/03/00,"FEDERACIÓN EXTREMEÑA DE ASOCIACIONES  DE PERSONAS SORDAS ""FEXAS"". UTILIDAD PÚBLICA","C/ Marrakech,  19","CÁCERES",," CIENCIAS, CULTURALES, INTEGRACIÓN SOCIAL DE INMIGRANTES, MINORÍAS, OTRAS DE SOLIDARIDAD"
41,"Local","Badajoz",10/06/66,"ASOCIACION ""LA PEÑA""","c/ Hernán cortés nº 1","VILLAFRANCA DE LOS BARROS","06220"," CIENCIAS, CULTURALES, DEPORTISTAS, EXDEPORTISTAS, MUSICALES, OTRAS, PEÑAS, CLUBES, CASAS REGIONALES"
41,"Autonómico","Cáceres",06/03/67,"CULTURAL Y RECREATIVA SOCIEDAD FOMENTO DE ARTESANOS","Pza de la amistad Hispano-Lusa, 21","VALENCIA DE ALCÁNTARA","10500"," CIENCIAS, CULTURALES, DEPORTISTAS, EXDEPORTISTAS, MUSICALES, OTRAS, PEÑAS, CLUBES, CASAS REGIONALES"
41,"Local","Cáceres",11/03/69,"DEPORTIVA MARTÍN DE LOGROSAN","GENERAL GODED, 12","LOGROSÁN","10120"," CIENCIAS, CULTURALES, DEPORTISTAS, EXDEPORTISTAS, MUSICALES, OTRAS, PEÑAS, CLUBES, CASAS REGIONALES"
41,"Comarcal","Cáceres",06/02/02,"DE MUJERES DE LA COMARCA VEGAS DEL RIO TIETAR","Casa de la Cultura.Tietar del Caudillo","TALAYUELA","10310"," CIENCIAS, CULTURALES, DEPORTISTAS, EXDEPORTISTAS, MUSICALES, OTRAS, PEÑAS, CLUBES, CASAS REGIONALES"
42,"Local","Badajoz",13/06/66,"Casino ""Nuevo Club""","C/ Francisco del Campo nº11","CABEZA DEL BUEY","06600"," CULTURA POPULAR, GASTRONOMÍA, DEPORTISTAS, EXDEPORTISTAS, PEÑAS, CLUBES, CASAS REGIONALES, SOCIOS, SEGUIDORES"
42,"Provincial","Badajoz",22/07/97,"FEDERACION DE PEÑAS DE FUTBOL EXTREMADURA","COMETA Nº 2","ALMENDRALEJO","06200"," CULTURA POPULAR, GASTRONOMÍA, DEPORTISTAS, EXDEPORTISTAS, PEÑAS, CLUBES, CASAS REGIONALES, SOCIOS, SEGUIDORES"
42,"Local","Cáceres",10/04/69,"DE PESCA DEPORTIVA ARAÑUELO","PABLO LUENGO, 34","NAVALMORAL DE LA MATA","10300"," CULTURA POPULAR, GASTRONOMÍA, DEPORTISTAS, EXDEPORTISTAS, PEÑAS, CLUBES, CASAS REGIONALES, SOCIOS, SEGUIDORES"
42,"Autonómico","Cáceres",14/08/00,"AGRUPACION FLAMENCA DE EXTREMADURA","Roa Bastos 8","CÁCERES",," CULTURA POPULAR, GASTRONOMÍA, DEPORTISTAS, EXDEPORTISTAS, PEÑAS, CLUBES, CASAS REGIONALES, SOCIOS, SEGUIDORES"
43,"Autonómico","Badajoz",22/01/99,"FEDERACIÓN FEAFES - SALUD MENTAL EXTREMADURA","Avda. Reina Sofia, s/n","MERIDA","06800"," ASISTENCIALES A PERSONAS CON DISCAPACIDAD Y/O EN SITUACIÓN DE DEPENDENCIA, DEPORTISTAS, EXDEPORTISTAS, DERECHOS DE PERSONAS CON DISCAPACIDAD Y/O EN SITUACIÓN DE DEPENDENCIA, OTRAS, PROPIETARIOS, VECINOS"
43,"Provincial","Cáceres",11/05/67,"DE INQUILINOS Y ARRENDATARIOS DE LA PROVINCIA CC","TRAVESÍA DE COLON, 2. PRAL.","CÁCERES",," ASISTENCIALES A PERSONAS CON DISCAPACIDAD Y/O EN SITUACIÓN DE DEPENDENCIA, DEPORTISTAS, EXDEPORTISTAS, DERECHOS DE PERSONAS CON DISCAPACIDAD Y/O EN SITUACIÓN DE DEPENDENCIA, OTRAS, PROPIETARIOS, VECINOS"
43,"Local","Cáceres",28/11/00,"AGRUPACION DE ASOCIACIONES DE VECINOS DE CÁCERES","Avdª de Hernan Cortes 36 A","CÁCERES",," ASISTENCIALES A PERSONAS CON DISCAPACIDAD Y/O EN SITUACIÓN DE DEPENDENCIA, DEPORTISTAS, EXDEPORTISTAS, DERECHOS DE PERSONAS CON DISCAPACIDAD Y/O EN SITUACIÓN DE DEPENDENCIA, OTRAS, PROPIETARIOS, VECINOS"
44,"Local","Badajoz",13/06/66,"""Centro Cultural y Recreativo""","Plaza de España nº 23","VILLANUEVA DEL FRESNO","06110"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD, PEÑAS, CLUBES, CASAS REGIONALES, PROPIETARIOS, VECINOS"
44,"Local","Badajoz",02/02/99,"FEDERACION DE ASOCIACIONES DE VECINOS ""PERCEIANA"" DE VILLAFRANCA DE LOS BARROS","c/ Manuel Martínez, nº 1","VILLAFRANCA DE LOS BARROS","06220"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD, PEÑAS, CLUBES, CASAS REGIONALES, PROPIETARIOS, VECINOS"
44,"Local","Cáceres",12/05/67,"CLUB RECREATIVO JARIZA DE JARAIZ DE LA VERA","AVD. GENERALISIMO, 96. BAJO","JARAIZ DE LA VERA","10400"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD, PEÑAS, CLUBES, CASAS REGIONALES, PROPIETARIOS, VECINOS"
44,"Local","Cáceres",12/05/69,"POLIDEPORTIVO MONFRAGUE","PLAZA DE ESPAÑA, 12","TORREJON EL RUBIO","10694"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD, PEÑAS, CLUBES, CASAS REGIONALES, PROPIETARIOS, VECINOS"
44,"Comarcal","Cáceres",07/05/01,"AS. COMARCA DE MONFRAGÜE Y SU ENTORNO ""NUEVOS HORIZONTES""","Reyes Catolicos 1","TORREJON EL RUBIO","10694"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD, PEÑAS, CLUBES, CASAS REGIONALES, PROPIETARIOS, VECINOS"
45,"Local","Badajoz",16/06/66,"Centro Cultural y de Recreo","Plaza de España nº 17","ALCONCHEL","06131"," CIENCIAS, DEPORTISTAS, EXDEPORTISTAS, MADRES Y PADRES DE ALUMNOS, OTRAS DE SOLIDARIDAD, PEÑAS, CLUBES, CASAS REGIONALES"
